match_id,blue_Win,blue_Wards,blue_Yellow_Wards,blue_Sight_Wards,blue_Blue_Wards,blue_Control_Wards,blue_Wards_Destroyed,blue_First_Blood,blue_Kills,blue_Aces,blue_Assists,blue_Void_Grubs,blue_Dragons,blue_Cloud_Drake,blue_Infernal_Drake,blue_Mountain_Drake,blue_Ocean_Drake,blue_Chemtech_Drake,blue_Hextech_Drake,blue_Heralds,blue_Towers_Destroyed,blue_Top_Towers_Destroyed,blue_Mid_Towers_Destroyed,blue_Bot_Towers_Destroyed,blue_Turret_Plates,blue_Inhibitors,blue_Top_Inhibitor,blue_Mid_Inhibitor,blue_Bot_Inhibitor,blue_Top_Plates,blue_Mid_Plates,blue_Bot_Plates,blue_Total_Gold,blue_Total_Level,blue_Avg_Level,blue_Total_XP,blue_Total_CS,blue_Total_Jungle_Monsters,blue_Gold_Diff,blue_XP_Diff,blue_Magic_Dmg,blue_Physical_Dmg,blue_True_Dmg,blue_Total_Dmg,red_Win,red_Wards,red_Yellow_Wards,red_Sight_Wards,red_Blue_Wards,red_Control_Wards,red_Wards_Destroyed,red_First_Blood,red_Kills,red_Aces,red_Assists,red_Void_Grubs,red_Dragons,red_Cloud_Drake,red_Infernal_Drake,red_Mountain_Drake,red_Ocean_Drake,red_Chemtech_Drake,red_Hextech_Drake,red_Heralds,red_Towers_Destroyed,red_Top_Towers_Destroyed,red_Mid_Towers_Destroyed,red_Bot_Towers_Destroyed,red_Turret_Plates,red_Inhibitors,red_Top_Inhibitor,red_Mid_Inhibitor,red_Bot_Inhibitor,red_Top_Plates,red_Mid_Plates,red_Bot_Plates,red_Total_Gold,red_Total_Level,red_Avg_Level,red_Total_XP,red_Total_CS,red_Total_Jungle_Monsters,red_Gold_Diff,red_XP_Diff,red_Magic_Dmg,red_Physical_Dmg,red_True_Dmg,red_Total_Dmg
NA1_4959489871,1.0,22.0,10.0,9.0,0.0,2.0,8.0,1.0,14.0,0.0,19.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,27558.0,47.0,9.4,28955.0,346.0,63.0,2925.0,620.0,12663.0,18689.0,951.0,32304.0,0.0,86.0,22.0,7.0,0.0,2.0,1.0,0.0,8.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,24633.0,46.0,9.2,28335.0,300.0,76.0,-2925.0,-620.0,10969.0,16477.0,678.0,28127.0
NA1_4959433709,0.0,63.0,16.0,3.0,0.0,2.0,3.0,0.0,15.0,0.0,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27495.0,47.0,9.4,28588.0,315.0,95.0,-1397.0,244.0,9754.0,21732.0,1298.0,32788.0,1.0,67.0,21.0,8.0,0.0,2.0,1.0,1.0,14.0,0.0,16.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,28892.0,46.0,9.2,28344.0,317.0,80.0,1397.0,-244.0,8733.0,23898.0,1292.0,33926.0
NA1_4959406776,1.0,26.0,19.0,2.0,2.0,3.0,0.0,1.0,14.0,0.0,14.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,27123.0,47.0,9.4,29922.0,315.0,99.0,58.0,2804.0,15842.0,16865.0,507.0,33215.0,0.0,26.0,18.0,6.0,1.0,1.0,2.0,0.0,10.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27065.0,45.0,9.0,27118.0,337.0,84.0,-58.0,-2804.0,16146.0,11446.0,1893.0,29490.0
NA1_4959124290,1.0,140.0,18.0,5.0,0.0,3.0,6.0,0.0,17.0,0.0,17.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,30580.0,49.0,9.8,32421.0,337.0,117.0,3082.0,3642.0,19406.0,12851.0,1731.0,33992.0,0.0,22.0,12.0,4.0,0.0,6.0,6.0,1.0,13.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27498.0,45.0,9.0,28779.0,357.0,70.0,-3082.0,-3642.0,12668.0,19022.0,3303.0,34994.0
NA1_4959103781,1.0,144.0,20.0,7.0,0.0,2.0,3.0,0.0,18.0,0.0,19.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,29452.0,47.0,9.4,30601.0,366.0,78.0,5003.0,2592.0,15706.0,18278.0,1765.0,35750.0,0.0,16.0,9.0,7.0,0.0,0.0,4.0,1.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24449.0,45.0,9.0,28009.0,339.0,86.0,-5003.0,-2592.0,8574.0,20283.0,296.0,29155.0
NA1_4958999368,0.0,30.0,21.0,5.0,0.0,4.0,6.0,1.0,7.0,0.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23683.0,47.0,9.4,30363.0,332.0,90.0,-1788.0,-1568.0,10439.0,10191.0,712.0,21344.0,1.0,23.0,10.0,5.0,0.0,4.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,25471.0,48.0,9.6,31931.0,403.0,96.0,1788.0,1568.0,16874.0,7824.0,1280.0,25981.0
NA1_4958962704,0.0,23.0,14.0,8.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23316.0,45.0,9.0,27721.0,349.0,82.0,-2443.0,-3055.0,5394.0,13377.0,833.0,19606.0,1.0,48.0,20.0,8.0,0.0,5.0,10.0,1.0,6.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,25759.0,47.0,9.4,30776.0,410.0,92.0,2443.0,3055.0,15813.0,8437.0,616.0,24870.0
NA1_4958745094,0.0,21.0,14.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20072.0,42.0,8.4,25240.0,301.0,66.0,-10659.0,-8257.0,8121.0,11664.0,35.0,19824.0,1.0,29.0,17.0,8.0,0.0,4.0,5.0,0.0,17.0,0.0,16.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30731.0,49.0,9.8,33497.0,377.0,116.0,10659.0,8257.0,17850.0,16766.0,1525.0,36143.0
NA1_4958701781,0.0,25.0,18.0,6.0,0.0,1.0,8.0,1.0,10.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,26205.0,45.0,9.0,28297.0,367.0,74.0,-2252.0,-4637.0,7031.0,21865.0,2207.0,31108.0,1.0,32.0,20.0,7.0,0.0,5.0,2.0,0.0,13.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,28457.0,49.0,9.8,32934.0,386.0,102.0,2252.0,4637.0,15038.0,14523.0,871.0,30434.0
NA1_4958581230,1.0,24.0,17.0,4.0,0.0,3.0,7.0,1.0,9.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,27184.0,49.0,9.8,31245.0,369.0,99.0,2726.0,1444.0,11701.0,14678.0,1039.0,27420.0,0.0,33.0,21.0,9.0,0.0,3.0,5.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24458.0,46.0,9.2,29801.0,349.0,103.0,-2726.0,-1444.0,10823.0,13562.0,842.0,25229.0
NA1_4958513291,0.0,121.0,18.0,4.0,0.0,2.0,6.0,0.0,7.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24066.0,46.0,9.2,28711.0,350.0,78.0,-1319.0,-1320.0,6784.0,13972.0,580.0,21337.0,1.0,38.0,13.0,5.0,0.0,2.0,2.0,1.0,6.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25385.0,46.0,9.2,30031.0,365.0,101.0,1319.0,1320.0,10503.0,16434.0,922.0,27862.0
NA1_4958317522,0.0,29.0,19.0,4.0,1.0,5.0,8.0,0.0,8.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25333.0,46.0,9.2,30102.0,399.0,87.0,-1339.0,-2116.0,4575.0,18311.0,1082.0,23970.0,1.0,25.0,12.0,7.0,0.0,6.0,9.0,1.0,9.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26672.0,49.0,9.8,32218.0,391.0,88.0,1339.0,2116.0,13798.0,13216.0,375.0,27392.0
NA1_4957840185,0.0,28.0,18.0,8.0,0.0,2.0,6.0,1.0,9.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23759.0,44.0,8.8,27370.0,289.0,96.0,-4659.0,-2421.0,7397.0,17120.0,1249.0,25768.0,1.0,48.0,16.0,7.0,0.0,6.0,11.0,0.0,13.0,0.0,18.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,28418.0,46.0,9.2,29791.0,340.0,99.0,4659.0,2421.0,8950.0,17909.0,3808.0,30670.0
NA1_4957769382,0.0,21.0,13.0,4.0,0.0,4.0,4.0,0.0,12.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,27103.0,47.0,9.4,29810.0,381.0,70.0,2437.0,1268.0,9993.0,14656.0,390.0,25044.0,1.0,133.0,14.0,9.0,0.0,2.0,6.0,1.0,7.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,24666.0,46.0,9.2,28542.0,363.0,86.0,-2437.0,-1268.0,9798.0,15095.0,2051.0,26946.0
NA1_4957692155,1.0,31.0,22.0,7.0,0.0,2.0,8.0,0.0,10.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26613.0,46.0,9.2,29852.0,330.0,78.0,1107.0,442.0,12310.0,18507.0,1358.0,32178.0,0.0,33.0,17.0,7.0,2.0,5.0,6.0,1.0,11.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25506.0,45.0,9.0,29410.0,376.0,82.0,-1107.0,-442.0,12221.0,18397.0,166.0,30786.0
NA1_4957642216,0.0,28.0,18.0,4.0,0.0,6.0,7.0,0.0,9.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,25689.0,48.0,9.6,31005.0,376.0,95.0,1215.0,2829.0,6222.0,21533.0,644.0,28400.0,1.0,53.0,17.0,7.0,0.0,4.0,3.0,1.0,8.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24474.0,44.0,8.8,28176.0,334.0,100.0,-1215.0,-2829.0,10726.0,18618.0,676.0,30023.0
NA1_4956732115,1.0,56.0,13.0,7.0,0.0,6.0,9.0,1.0,12.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27845.0,47.0,9.4,30560.0,370.0,113.0,5152.0,2517.0,10113.0,13715.0,2458.0,26288.0,0.0,25.0,11.0,11.0,0.0,3.0,10.0,0.0,3.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22693.0,45.0,9.0,28043.0,386.0,77.0,-5152.0,-2517.0,7513.0,10571.0,1292.0,19380.0
NA1_4956684569,1.0,31.0,16.0,9.0,1.0,5.0,7.0,1.0,16.0,0.0,15.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,31438.0,47.0,9.4,31734.0,354.0,131.0,6468.0,3437.0,12863.0,20210.0,1877.0,34953.0,0.0,29.0,17.0,6.0,0.0,6.0,6.0,0.0,8.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,24970.0,45.0,9.0,28297.0,339.0,92.0,-6468.0,-3437.0,7066.0,14903.0,2780.0,24753.0
NA1_4956648318,1.0,22.0,15.0,6.0,0.0,1.0,8.0,0.0,10.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25655.0,48.0,9.6,30869.0,343.0,94.0,3806.0,4595.0,10332.0,20425.0,1811.0,32573.0,0.0,27.0,17.0,6.0,0.0,4.0,7.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21849.0,44.0,8.8,26274.0,308.0,75.0,-3806.0,-4595.0,6921.0,16382.0,3440.0,26748.0
NA1_4956567535,1.0,26.0,19.0,6.0,0.0,1.0,6.0,0.0,13.0,0.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27086.0,46.0,9.2,28355.0,297.0,92.0,-2209.0,-1662.0,6344.0,22511.0,1000.0,29860.0,0.0,31.0,20.0,6.0,0.0,5.0,7.0,1.0,16.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,29295.0,46.0,9.2,30017.0,372.0,86.0,2209.0,1662.0,11932.0,19659.0,2433.0,34027.0
NA1_4956543244,1.0,32.0,13.0,9.0,1.0,6.0,6.0,1.0,22.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,32959.0,50.0,10.0,34431.0,383.0,122.0,10026.0,8052.0,18718.0,15658.0,2425.0,36805.0,0.0,21.0,14.0,5.0,1.0,1.0,5.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,22933.0,45.0,9.0,26379.0,352.0,60.0,-10026.0,-8052.0,8348.0,13404.0,2497.0,24252.0
NA1_4956315377,0.0,28.0,17.0,8.0,0.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22958.0,42.0,8.4,25758.0,279.0,76.0,-10447.0,-6138.0,9445.0,15694.0,1426.0,26568.0,1.0,247.0,18.0,6.0,1.0,5.0,11.0,1.0,20.0,0.0,17.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,33405.0,47.0,9.4,31896.0,364.0,82.0,10447.0,6138.0,13664.0,19338.0,441.0,33445.0
NA1_4951832628,1.0,33.0,18.0,4.0,1.0,5.0,1.0,0.0,14.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,29092.0,50.0,10.0,33596.0,401.0,86.0,4074.0,3200.0,6489.0,18314.0,474.0,25278.0,0.0,20.0,10.0,7.0,1.0,2.0,4.0,1.0,8.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25018.0,46.0,9.2,30396.0,355.0,102.0,-4074.0,-3200.0,17069.0,7679.0,535.0,25286.0
NA1_4951802349,0.0,35.0,13.0,8.0,0.0,0.0,3.0,0.0,15.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27884.0,46.0,9.2,29008.0,318.0,98.0,-2026.0,-1516.0,10487.0,21492.0,2784.0,34768.0,1.0,82.0,13.0,8.0,0.0,5.0,9.0,1.0,21.0,0.0,26.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,29910.0,47.0,9.4,30524.0,335.0,70.0,2026.0,1516.0,18658.0,24040.0,2829.0,45532.0
NA1_4957535869,0.0,32.0,13.0,5.0,0.0,2.0,5.0,1.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23700.0,46.0,9.2,27695.0,345.0,61.0,564.0,-587.0,5878.0,14684.0,210.0,20774.0,1.0,24.0,18.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23136.0,45.0,9.0,28282.0,333.0,74.0,-564.0,587.0,11148.0,12431.0,3670.0,27254.0
NA1_4957465446,0.0,49.0,11.0,4.0,0.0,3.0,2.0,1.0,13.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,29074.0,47.0,9.4,31282.0,397.0,96.0,3790.0,2944.0,10872.0,20503.0,111.0,31488.0,1.0,33.0,16.0,7.0,0.0,0.0,17.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25284.0,45.0,9.0,28338.0,306.0,92.0,-3790.0,-2944.0,4183.0,19193.0,170.0,23547.0
NA1_4956788845,0.0,25.0,15.0,5.0,0.0,5.0,3.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27829.0,46.0,9.2,29734.0,330.0,79.0,-1855.0,621.0,15696.0,20819.0,1652.0,38171.0,1.0,20.0,15.0,3.0,0.0,2.0,6.0,1.0,17.0,0.0,17.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,29684.0,46.0,9.2,29113.0,331.0,98.0,1855.0,-621.0,8155.0,21209.0,4119.0,33488.0
NA1_4955048672,1.0,264.0,17.0,2.0,2.0,3.0,9.0,0.0,7.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24517.0,46.0,9.2,29234.0,377.0,91.0,2237.0,920.0,16316.0,11007.0,1433.0,28761.0,0.0,25.0,18.0,4.0,0.0,3.0,11.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22280.0,45.0,9.0,28314.0,337.0,100.0,-2237.0,-920.0,7153.0,10767.0,1059.0,18981.0
NA1_4953918652,0.0,27.0,14.0,4.0,0.0,4.0,7.0,1.0,11.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26798.0,44.0,8.8,26722.0,281.0,64.0,-5458.0,-4039.0,9999.0,19648.0,3176.0,32826.0,1.0,25.0,12.0,10.0,0.0,3.0,7.0,0.0,22.0,0.0,28.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,32256.0,47.0,9.4,30761.0,321.0,104.0,5458.0,4039.0,17672.0,22803.0,2590.0,43070.0
NA1_4953873443,0.0,31.0,12.0,10.0,0.0,3.0,7.0,1.0,10.0,0.0,18.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,26638.0,44.0,8.8,27487.0,324.0,72.0,-4074.0,-5487.0,9350.0,15651.0,1052.0,26055.0,1.0,24.0,13.0,8.0,0.0,3.0,8.0,0.0,23.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30712.0,49.0,9.8,32974.0,314.0,90.0,4074.0,5487.0,16357.0,17890.0,1666.0,35915.0
NA1_4953546470,1.0,54.0,21.0,7.0,0.0,4.0,7.0,0.0,13.0,0.0,14.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,29906.0,49.0,9.8,32430.0,410.0,89.0,6623.0,5010.0,7681.0,26523.0,2737.0,36941.0,0.0,32.0,12.0,9.0,0.0,3.0,10.0,1.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23283.0,44.0,8.8,27420.0,341.0,76.0,-6623.0,-5010.0,14791.0,13199.0,1178.0,29171.0
NA1_4960245368,1.0,28.0,19.0,7.0,0.0,1.0,2.0,1.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25457.0,45.0,9.0,28799.0,334.0,84.0,-3982.0,-790.0,18229.0,15774.0,650.0,34656.0,0.0,29.0,18.0,10.0,0.0,1.0,5.0,0.0,16.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,29439.0,46.0,9.2,29589.0,371.0,64.0,3982.0,790.0,13868.0,14678.0,2309.0,30859.0
NA1_4959276182,0.0,28.0,13.0,9.0,0.0,6.0,8.0,0.0,8.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24861.0,46.0,9.2,29415.0,346.0,114.0,-1307.0,997.0,11039.0,7016.0,670.0,18729.0,1.0,23.0,18.0,2.0,0.0,3.0,11.0,1.0,8.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,26168.0,45.0,9.0,28418.0,336.0,102.0,1307.0,-997.0,14400.0,10579.0,486.0,25468.0
NA1_4958524009,0.0,29.0,17.0,5.0,0.0,6.0,4.0,1.0,21.0,0.0,20.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,30265.0,49.0,9.8,31208.0,369.0,80.0,1973.0,-581.0,5566.0,29691.0,970.0,36231.0,1.0,21.0,12.0,4.0,0.0,5.0,7.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28292.0,49.0,9.8,31789.0,355.0,96.0,-1973.0,581.0,21535.0,13587.0,831.0,35956.0
